1.028827382706609797e+02,6.801562423905275523e+01,2.646534684071982113e+00,7.076761398473347242e+01,8.010818235347730365e+01,3.501113295060480937e+02
1.004397393277863557e+02,8.076846643065239562e+01,1.535037040885951853e+01,1.325811936547870857e+02,2.371592146333173190e+01,1.257476637391602594e+02
1.030326022653965197e+02,6.039989354197457772e+01,2.238861450717474000e+00,8.059024242345458333e+01,7.402132875675452794e+01,3.523254358433039215e+02
1.074056616949486056e+02,8.869131588518928311e+01,1.787264774794267908e+01,1.323153267760045253e+02,2.685574509773433149e+01,1.284261759587580514e+02
4.980088861745475270e+01,6.966539561801334912e+01,-4.786586305359232796e+00,7.894800905480437336e+01,8.036998950021346388e+01,3.409964687658605840e+02
5.287648442230263868e+01,6.529980892940943704e+01,8.552285601164014039e+00,8.272664469910591833e+01,7.753472788937403948e+01,3.411197421407044317e+02
5.346725237484903204e+01,7.578980490974585393e+01,-7.653699371558808195e+00,6.583216729065226502e+01,8.079131938040534067e+01,3.346522192308592594e+02
1.026354982942684586e+02,5.011891595653452214e+01,-2.052361976949463873e+00,7.389037337455972931e+01,8.258483401550341796e+01,3.567184091337588825e+02
6.132019478504376764e+01,7.180215418358919521e+01,-6.179828682833097275e+00,8.388137236223033710e+01,7.464015901094897742e+01,3.409077714501329410e+02
1.064151610377652588e+02,9.677477214108004944e+01,1.810817467476982046e+01,1.329168786020674418e+02,2.639845870786758297e+01,1.240456679751878681e+02
1.010488880517401640e+02,5.641042777387873031e+01,-2.315348938869133733e+00,7.759465356067336472e+01,7.860766645148743237e+01,3.590422644067303395e+02
6.247016115712341389e+01,7.392558021684408232e+01,3.751669790815047811e+00,7.340459236925015318e+01,8.764192610823408813e+01,3.378974434590479063e+02
6.366182910506478976e+01,7.174102595049106412e+01,1.135586062773678018e+00,7.844210026817425785e+01,8.111159324243524793e+01,3.291597607114410948e+02
5.537983216845685774e+01,7.549913387802168074e+01,-4.954596963742815774e+00,8.526650065684856372e+01,6.717905352747284553e+01,3.471238854355630110e+02
9.869049672184686983e+01,1.004862421831592059e+02,1.958982947395813312e+01,1.238373221545715808e+02,2.449114880577286968e+01,1.221551387924061203e+02
5.916664954072003724e+01,6.730644873132487760e+01,5.317584405561424532e+00,8.227188315217064485e+01,7.887783515460361627e+01,3.326602002288470317e+02
5.265430517303643398e+01,7.016275060556758092e+01,8.760559617773287400e+00,8.333785843635990886e+01,8.076740566286929379e+01,3.404507099319384338e+02
9.821410098500214758e+01,6.155323717475894796e+01,9.895282461246525330e+00,8.080625027578234665e+01,6.114525556376980120e+01,3.582277127232137559e+02
9.947933316005931204e+01,8.971719652338865103e+01,1.422350748854957381e+01,1.373929044244173667e+02,2.493469499508963594e+01,1.267983358019616986e+02
9.511504316326853825e+01,8.482966618210809884e+01,1.948898681018715351e+01,1.306729514490719737e+02,2.623704156577587909e+01,1.234382885412027377e+02
1.022200149495434829e+02,7.040306785737259077e+01,-5.342907914673152625e+00,8.643359285101271894e+01,7.863664086638574702e+01,3.564805849181153121e+02
1.016616560856062677e+02,5.598791318487855762e+01,-9.870314456630514544e-01,7.649251900686226691e+01,8.319179570305693971e+01,3.615735991836804146e+02
9.765221451654872453e+01,5.985024683192388295e+01,9.228672045704382043e+00,7.049821778014451468e+01,8.434077827499113766e+01,3.555155984455150247e+02
1.023802061427662693e+02,8.467222724014931146e+01,2.255947698986716787e+01,1.338362387774363071e+02,2.326337632937960009e+01,1.245155091099596092e+02
9.750395202346649626e+01,7.070849363768658691e+01,-2.903497295000542877e+00,7.424269694809390785e+01,6.636459664345326814e+01,3.622136341019942165e+02
1.070450202500672958e+02,8.990944353776184528e+01,2.277036322721430395e+01,1.296239511337215049e+02,2.954096846645279228e+01,1.243098851998242225e+02
1.018752710123996224e+02,9.216689051969167679e+01,1.489455652584258871e+01,1.264876721347108912e+02,2.825197996692861224e+01,1.326652733998909923e+02
1.000434827444490224e+02,8.574885275568883003e+01,1.705455060173801130e+01,1.323336790881164973e+02,2.395252690811906859e+01,1.234706163633671565e+02
9.591127762057466555e+01,6.915494163772179093e+01,-1.471192628838622340e+00,7.819879580492957416e+01,8.274360566379175452e+01,3.602643304637624624e+02
5.877329182600877999e+01,6.851636666702462719e+01,8.011224356169728722e+00,8.846223447093156267e+01,8.041808771917133924e+01,3.413498246511622938e+02
