0.4000,0.9631,0.7874,0.5870
0.6000,0.9013,1.7887,0.5650
0.2000,1.0261,0.9318,0.3415
0.2000,0.7146,1.6663,0.2519
0.0000,0.2262,0.6392,0.4388
0.8000,1.1963,1.7565,0.1189
0.8000,0.7202,0.7897,0.8520
0.8000,0.7375,1.4591,0.1420
0.8000,1.0819,0.7104,0.0977
0.6000,0.5747,1.7039,0.6317
0.2000,1.1149,0.7712,0.9594
0.0000,0.8920,1.7895,0.8751
0.8000,1.3798,0.7778,0.7804
0.6000,1.3393,1.7135,0.7533
0.4000,0.7693,0.8233,0.9526
0.8000,1.3007,1.9376,0.9995
0.2000,0.9999,0.6889,0.7925
0.6000,0.9887,1.8750,0.8794
0.4000,1.3871,0.6242,0.1341
0.2000,1.2155,1.7247,0.9123
0.2000,0.9857,0.8428,0.9953
0.0000,1.0854,1.8354,0.1753
0.4000,0.8715,0.7192,0.4413
0.4000,1.1349,1.7296,0.4960
0.8000,0.8016,0.5639,0.6587
0.8000,0.9306,1.7836,0.4655
0.2000,1.0066,0.6880,0.5994
0.8000,1.0801,1.7496,0.3351
0.0000,1.2279,0.8138,0.3670
0.0000,1.6526,1.6799,0.4627
0.2000,1.0146,0.7908,0.7145
0.2000,1.0939,1.7477,0.4221
0.2000,1.0493,0.7536,0.8620
0.2000,0.9929,1.9237,0.0580
0.0000,1.0285,0.8429,0.4245
0.2000,1.1422,1.8373,0.2136
0.0000,1.0537,0.6861,0.4103
0.6000,0.9717,1.7027,0.5955
0.6000,1.0828,0.8225,0.8236
0.6000,0.8256,1.8381,0.4920
0.0000,1.0252,0.8779,0.4844
0.6000,1.2954,1.9561,0.0992
0.8000,1.3417,0.6519,0.4901
0.0000,1.0140,1.8039,0.8869
0.8000,0.9350,0.6281,0.5016
0.4000,0.9428,1.7203,0.7017
0.2000,1.0299,0.6183,0.3868
0.0000,0.7809,1.6832,0.2787
0.0000,1.0481,0.9946,0.8144
0.8000,0.9060,1.5076,0.6813
