0.2000,1.1612,0.5923,0.7527
0.8000,1.1318,1.7342,0.1597
0.0000,1.6458,0.8188,0.7151
0.6000,1.3312,1.7791,0.2357
0.6000,0.9821,0.8490,0.5919
0.4000,1.2130,1.7448,0.6033
0.4000,0.6298,0.8594,0.4582
0.4000,0.9980,1.8404,0.8854
0.4000,0.6253,0.7345,0.5109
0.4000,1.2812,1.9545,0.2669
0.4000,0.9769,0.7985,0.2399
0.0000,1.4957,1.8365,0.4058
0.6000,1.0662,0.8547,0.5984
0.4000,1.2984,1.7800,0.0998
0.6000,0.7619,0.6598,0.9349
0.8000,0.9048,1.6872,0.4602
0.2000,0.7267,0.6811,0.9729
0.4000,1.3692,1.9059,0.9970
0.0000,1.3659,0.8477,0.2468
0.6000,1.2276,1.7583,0.7851
0.4000,0.8756,0.6999,0.8801
0.4000,1.3497,1.5748,0.2884
0.8000,0.8306,0.7520,0.8103
0.8000,1.3899,1.7085,0.0215
0.6000,0.4286,0.7315,0.1035
0.8000,0.5046,1.5839,0.2125
0.6000,1.0448,0.7463,0.7144
0.6000,0.5508,1.7820,0.4544
0.8000,1.0516,0.8140,0.8798
0.4000,0.6143,1.6684,0.0702
0.2000,1.1876,0.6197,0.1431
0.8000,1.1906,1.6665,0.3332
0.6000,0.9056,0.6517,0.5114
0.0000,0.9178,1.6640,0.6575
0.0000,1.0461,0.7103,0.0634
0.8000,0.8621,1.8378,0.7315
0.4000,0.6236,0.6560,0.5891
0.4000,0.8867,1.8505,0.0781
0.4000,0.8124,0.5531,0.6538
0.4000,0.6804,1.7857,0.1954
0.8000,1.0283,0.8833,0.9579
0.8000,1.1288,1.6612,0.8187
0.4000,1.2233,0.5791,0.1359
0.4000,1.0112,1.8398,0.5178
0.4000,1.0046,0.6706,0.3401
0.0000,1.2389,1.7300,0.6478
0.2000,1.1971,0.6579,0.0993
0.8000,0.8202,1.8791,0.5691
0.4000,1.5970,0.9492,0.5856
0.6000,0.7729,1.9325,0.4072
